D5,0.25
E4,0.25
G#4,1.5
A4,0.25
F4,0.25
C4,0.25
D4,0.75
C4,0.5
C5,1.0
G5,0.25
F6,0.5
E6,0.5
E-6,1.0
C6,0.25
F5,0.25
B-5,2.25
G#5,1.5
A5,0.25
F5,0.25
C5,0.25
G5,0.25
A5,0.25
E5,1.0
D5,0.25
G5,0.5
E5,0.25
F5,0.25
C#5,0.25
D5,0.75
E-5,0.25
D5,0.75
C5,0.5
B-4,0.75
G4,0.25
B-4,0.25
E-4,0.25
A4,0.5
G4,0.25
F4,0.75
B-5,0.5
F5,0.75
B5,0.25
D6,1.0
F6,1.75
G#6,0.5
F6,0.25
E-6,0.25
D6,0.25
C5,0.25
G5,1.0
G#5,1.75
A5,0.75
B5,0.25
F#6,1.0
E-6,2.75
F5,0.25
E-5,0.25
B5,0.75
G#5,0.75
F5,0.25
B5,0.75
G#5,1.0
B5,0.25
G#5,0.25
F5,0.25
G5,0.25
F5,0.25
C5,0.25
B-4,0.5
G#4,1.25
A4,0.25
F4,0.25
C4,0.25
A4,0.25
G4,0.75
F4,0.5
E-4,0.25
D4,0.25
C4,0.25
D4,0.5
F4,0.25
E4,0.25
G#4,2.0
A4,0.5
F4,0.25
C4,0.75
D4,0.25
C4,1.0
D4,0.75
B-4,0.25
E4,1.25
F4,0.25
D4,0.25
C4,3.0
B4,1.75
C5,0.75
C#5,0.25
D5,0.25
F5,0.25
A5,0.25
D5,0.25
F5,1.25
A5,0.5
F5,0.75
D5,0.25
C5,1.25
B-4,0.25
G#4,0.25
D4,0.75
F5,0.25
G5,2.0
F5,0.25
E-5,0.25
C#5,1.0
D5,0.25
A5,1.0
F5,4.0
C5,0.25
B-4,0.25
G#4,0.25
F4,1.0
B-4,0.5
G#4,0.25
A4,0.5
D4,0.25
F#4,0.25
C5,0.5
C#5,0.5
D5,1.25
F5,0.25
G5,0.25
G#5,0.25
A5,0.5
B5,0.5
F#6,0.25
E-6,0.5
F5,1.0
E-5,0.5
D6,1.25
C#6,1.5
C6,0.75
B-5,0.25
G5,0.25
F5,0.5
E-5,1.0
D5,0.25
C5,0.25
E4,0.25
F4,0.25
B-4,0.75
G#4,1.25
A4,0.25
C4,0.75
A4,0.25
F4,1.75
E-4,1.0
D4,1.25
C4,0.25
G4,0.25
E4,0.25
F4,0.5
G4,0.75
D4,0.25
G4,0.25
C#5,0.25
A5,0.25
C#5,1.75
F5,0.25
E-5,0.25
C#5,0.25
