D5,0.75
E4,0.666666666667
C#5,0.875
A5,0.25
F4,3.125
D5,0.25
A4,3.125
F5,1.33333333333
D5,3.0
F5,1.75
G4,0.666666666667
B-4,0.25
E-4,0.625
A4,0.125
G4,0.375
B-5,0.875
F4,1.25
B-5,1.25
D6,0.75
B5,1.375
G#5,0.25
D5,1.25
B-5,0.125
G#5,0.375
C6,0.666666666667
D5,0.25
B-5,0.25
E4,3.375
C4,3.625
C5,3.5
C5,0.125
F5,0.5
F5,0.25
G5,0.375
G5,0.25
A5,0.333333333333
A5,0.25
B-5,1.375
C#6,0.25
D6,2.625
D6,0.333333333333
C6,0.125
D6,0.25
C6,0.25
F5,0.125
B-5,0.375
G#5,0.25
C6,0.75
A5,0.625
F5,0.5
C5,0.25
B-4,0.666666666667
G#4,0.125
A4,0.375
D4,0.25
F4,1.5
D5,0.125
F5,0.333333333333
A5,1.875
D5,0.625
F5,0.125
A5,0.375
A5,0.625
F5,0.125
D5,0.25
D5,0.625
F5,0.125
A5,0.5
G5,0.333333333333
A5,0.25
G5,0.25
E5,0.125
C5,0.25
B4,0.625
G4,0.125
B-4,1.625
C5,1.25
A4,0.875
F5,1.0
E4,1.125
G5,0.375
C5,1.25
E5,0.0
E5,1.0
C4,1.0
E4,0.875
E5,0.125
G4,0.75
E5,0.5
D4,1.66666666667
A5,0.25
G4,0.5
C#5,0.125
A5,0.375
C#5,0.125
F4,1.0
F5,0.625
E-5,0.125
E5,0.125
E-6,0.25
E4,1.75
C#6,0.333333333333
G#5,0.25
E5,0.125
E-5,0.25
C#5,0.125
C5,0.125
B4,0.25
B-4,0.125
G4,0.125
G4,0.333333333333
B-4,0.25
A4,0.875
D5,0.125
F5,0.333333333333
E-5,0.5
C5,0.375
D4,3.75
D5,0.375
F4,0.333333333333
F4,0.875
B-4,0.5
B4,0.125
C5,0.375
C#5,0.25
D5,0.25
F5,1.25
G5,0.375
E5,0.25
F5,0.25
E5,0.125
C5,0.25
D5,0.125
E5,0.25
D5,0.125
B-4,0.125
C5,0.5
B-4,0.375
A4,0.25
F4,0.25
C4,0.25
F4,0.25
G4,0.5
G4,0.333333333333
A4,0.25
B-4,0.5
D5,2.875
D5,0.25
C5,1.5
D5,1.0
A4,0.5
C5,0.125
F4,0.125
F5,0.25
A5,0.375
A4,0.5
E4,0.125
E5,0.125
G5,1.0
G4,0.25
F5,0.75
E5,0.125
D5,0.333333333333
D4,0.333333333333
C#4,0.25
D4,1.5
C5,0.25
C#5,0.125
D5,0.25
D5,0.25
F5,0.375
D5,0.375
G4,0.25
G#4,0.25
D4,0.5
F4,0.25
G4,0.333333333333
G4,0.25
D5,0.5
G#4,0.25
F4,0.25
G4,0.125
F4,0.125
C4,1.66666666667
D6,0.333333333333
C6,0.25
A5,0.5
F5,0.25
D5,0.625
C5,0.125
F5,0.5
F4,0.125
C5,0.625
G#4,0.25
A4,0.5
F4,0.5
C4,0.25
D4,0.25
F4,0.125
G4,0.25
G#4,0.125
D5,0.25
G#4,0.125
F4,0.25
G4,0.5
E4,0.125
F4,0.5
D4,0.25
C4,0.125
D4,0.125
E-4,0.125
F4,0.25
G4,0.125
B-4,0.25
C#5,0.0
D5,0.125
E-5,0.125
D5,0.125
F5,0.5
E-5,0.625
C#5,0.125
G4,0.375
G#4,0.25
D5,0.25
G#4,0.125
F4,0.25
E5,0.0
G4,0.625
D5,0.5
F4,0.125
G#4,0.625
D5,0.5
F4,0.25
D5,0.333333333333
B-4,0.5
B4,0.25
D5,0.25
B4,0.25
G#4,0.125
F4,0.25
B-4,0.625
D5,0.375
G#4,0.25
C5,0.25
A4,0.25
F4,0.25
F4,0.25
C6,0.125
G#5,0.25
G5,0.25
F5,0.125
E-5,0.25
D5,0.125
C5,0.125
B-4,0.125
G#4,0.125
F4,0.125
E-4,0.125
D4,0.125
C4,0.125
G4,0.25
E4,0.125
F4,0.25
G4,0.125
G#4,0.25
B-4,0.125
B4,0.125
C#5,0.125
D5,0.125
E-5,0.0
E5,0.25
G5,0.25
F5,0.25
D5,0.25
G#4,0.333333333333
F4,0.125
B4,0.25
G#4,0.125
D5,0.333333333333
G#4,0.125
F4,0.125
C5,0.333333333333
C4,0.25
F4,0.125
A4,0.25
C5,0.25
A4,0.25
D4,0.5
F#4,0.333333333333
C5,0.25
C#5,0.25
D5,0.25
F5,0.125
F5,0.5
F5,0.625
A4,0.25
D5,0.125
F5,0.25
A5,0.333333333333
E5,0.5
C4,0.25
D5,0.125
G5,0.625
E5,0.25
F5,0.5
A4,0.25
C5,0.125
D5,0.25
C5,0.25
A4,0.25
B4,0.5
E4,0.375
F5,0.5
E-5,0.25
E5,0.5
D6,0.25
B-5,0.125
D6,0.25
B-5,0.125
D5,0.25
G#5,0.375
B5,0.5
C5,0.25
D5,0.25
F5,0.125
G5,0.25
G#5,0.125
D6,0.25
G#5,0.25
F5,0.25
E4,0.25
C6,0.5
F5,0.333333333333
E5,0.125
G5,0.25
F5,0.25
C5,0.125
A4,0.125
A4,0.125
A4,0.25
A4,0.25
F5,0.25
B-4,0.125
A4,0.25
A4,0.25
A4,0.25
A4,0.25
A4,0.25
F5,0.125
C5,0.25
A4,0.125
F4,0.25
G4,0.625
E4,0.125
F4,0.625
E-4,2.0
F6,0.25
E-6,0.25
D6,0.125
C6,0.125
B-5,0.25
G#5,0.125
A5,0.25
B5,0.125
F#6,0.25
E-6,0.125
F6,0.25
E-4,0.5
F5,0.125
E-6,0.25
C6,0.125
D4,0.375
D6,0.25
C#6,0.125
C6,0.125
B-5,0.125
G5,0.25
F5,0.125
E-5,0.25
C#5,0.125
C5,0.125
B-4,0.125
G4,0.125
F4,0.125
E-4,0.25
C#4,0.125
C4,0.125
D4,0.25
F4,0.25
D4,0.125
C4,0.25
G#4,0.25
F4,0.25
D4,0.25
D5,0.25
B4,0.25
C5,0.25
E4,0.25
F4,0.25
B-4,0.25
C5,0.333333333333
G#4,0.25
G4,0.125
F4,0.25
B-5,0.125
C#5,0.375
C#6,0.5
D5,0.25
D6,0.333333333333
B-5,0.125
D6,0.25
B-5,0.25
F5,0.25
C#5,0.25
F5,0.333333333333
D5,0.333333333333
F4,0.25
G4,0.333333333333
D5,0.25
G4,0.25
G#4,0.25
G4,0.25
F4,0.125
F4,0.125
D5,0.5
G4,0.625
D4,0.25
F4,0.375
D4,0.875
D5,0.333333333333
C4,0.125
C#5,0.666666666667
B4,0.25
C5,0.375
F4,0.25
A4,0.25
C5,0.25
A4,0.625
E4,0.25
G4,0.333333333333
F4,0.625
C5,0.25
C#5,0.125
D5,0.25
D5,0.25
F5,0.5
D5,0.666666666667
G#4,0.5
D4,0.625
F4,0.125
G4,0.25
C5,0.125
F4,0.125
D5,0.375
B-4,0.5
A4,0.25
C5,0.333333333333
A4,0.25
F4,0.125
C4,0.25
C4,1.75
D4,1.25
B-4,0.125
E4,0.125
E5,0.125
F4,1.5
D4,1.375
G4,0.625
D4,0.625
A4,0.666666666667
G5,0.75
C#4,1.0
A5,0.25
D5,0.25
F5,1.0
F4,1.0
D5,0.75
E4,1.375
G#4,0.75
A4,0.333333333333
B-4,0.25
B4,0.25
G4,1.125
E-4,0.875
B-4,0.125
G#4,1.125
A4,1.25
F4,1.125
C4,1.0
B-4,0.5
F4,0.625
D5,0.125
G4,0.125
D4,0.333333333333
E4,0.125
E4,1.375
D4,1.25
C4,0.25
C6,0.125
G5,0.5
A5,0.125
E5,0.25
E-5,0.25
C5,0.125
B-4,0.125
F#4,0.125
F4,0.25
E-4,0.125
D4,0.125
C4,0.125
D4,0.25
C4,0.25
C4,0.25
C#4,0.125
D4,0.125
E-4,0.0
E4,0.25
G4,0.25
F4,0.25
D4,0.25
C4,0.125
C5,0.25
A4,0.25
G4,0.25
F4,0.25
F5,0.25
D5,0.25
C5,0.25
A4,0.125
A5,0.25
E5,0.25
C#5,0.25
A4,0.125
