G5,1.25
C4,1.0
F4,0.5
C#4,0.5
C5,0.75
C5,0.5
C4,0.5
D4,0.25
E5,2.0
C4,0.75
E4,2.0
C4,0.75
C4,1.5
E-5,0.5
C4,0.25
C4,0.25
G5,1.5
E-5,1.5
G#4,2.5
C4,2.25
C4,0.25
F4,0.75
C#4,3.0
F4,0.25
C#6,0.25
D6,3.0
C4,0.5
B6,0.5
E6,0.25
C4,1.25
D6,0.25
E6,0.25
D6,0.25
F6,1.75
E6,0.25
G5,0.25
E-4,0.25
G6,0.5
D4,0.25
G5,1.5
C#5,0.5
E5,3.0
D6,1.25
C4,1.5
B6,2.0
F4,1.5
G6,0.25
G5,0.75
G4,0.5
E4,0.25
C#4,0.75
F#4,2.25
C#4,0.5
C#5,2.5
C4,0.25
C#4,0.25
F5,1.75
F4,1.0
F#5,1.5
C6,0.5
F4,1.0
C#4,0.75
F4,0.5
C#6,0.75
D6,1.25
C4,1.25
B6,0.25
F4,0.25
G6,0.75
G5,1.25
G4,1.5
E4,2.5
F5,0.75
E5,0.25
G4,0.5
C5,1.25
G4,0.5
D4,0.25
C5,2.5
E5,0.25
D5,0.25
C5,0.5
G5,0.75
G4,0.75
A4,0.5
B4,2.0
C5,1.5
C5,0.75
D4,0.5
D5,0.25
E5,0.25
D5,0.25
F4,0.25
D4,0.25
D5,1.5
C4,0.25
A4,2.25
D5,0.25
F#4,0.25
